,text,gpt_out
1154,"There is a long shape along the ground, with a triangle jutting out in the bottom right The square shape is in the top left, and is barely connected to a vertical piece","['a long shape along the ground', 'a triangle jutting out in the bottom right', 'The square shape is in the top left', 'barely connected to a vertical piece']"
1155,"There is a person standing upright, perhaps holding something flat on the right The bottom left has part of a triangle which the person is stand in front of","['a person standing upright', 'holding something flat on the right', 'part of a triangle on the bottom left', 'the person is standing in front of the triangle']"
1156,"It looks like someone standing up, yet bending their knees They are holding a tray perhaps to the right Their knees are pointing right and both feet are flat on the ground","['someone standing up, yet bending their knees', 'holding a tray perhaps to the right', 'knees are pointing right', 'both feet are flat on the ground']"
1157,The head in the top left has two triangles on it like bunny ears The body is a very large triangle which has one side on the ground,"['The head in the top left has two triangles on it like bunny ears', 'The body is a very large triangle which has one side on the ground']"
1158,The figure has a head and two outstretched arms - kind of like a ghost flying around There are no legs,"['The figure has a head and two outstretched arms - kind of like a ghost flying around', 'There are no legs']"
1159,"A person sitting Their back would be against a wall on the right, and their knees are bent up Their head is in the top right of the image and slightly bent","['A person sitting', 'Their back would be against a wall on the right', 'their knees are bent up', 'Their head is in the top right of the image and slightly bent']"
1160,A person standing upright The left side of the body is just a rectangle The right side has a small triangle arm and and indent in the leg area,"['A person standing upright', 'The left side of the body is just a rectangle', 'The right side has a small triangle arm and and indent in the leg area']"
1161,"A figure with two triangle arms outstretched There is a small triangle pointing up in the bottom left of the image, behind their feet","['A figure with two triangle arms outstretched', 'There is a small triangle pointing up in the bottom left of the image, behind their feet']"
1162,"The head is in the top right There are clearly two legs, one standing on and the other raised to the left","['The head is in the top right', 'There are clearly two legs, one standing on and the other raised to the left']"
1163,It's the bunny looking one,['the bunny looking one']
1164,A person holding a tray to their right They are standing in front of a triangle shape in the bottom left corner,"['A person holding a tray to their right', 'They are standing in front of a triangle shape in the bottom left corner']"
1165,"A person on one leg, both arms raised to the left and one leg raised to the right Head is in the top left, A bit like an ice skater","['A person on one leg, both arms raised to the left and one leg raised to the right', 'Head is in the top left', 'A bit like an ice skater']"
1166,"It looks like a ghost, both arms raised and no legs","['a ghost, both arms raised and no legs']"
1167,"A parallelogram in the bottom left, one arm raised and one triangle arm low in the bottom right","['A parallelogram in the bottom left', 'one arm raised', 'one triangle arm low in the bottom right']"
1168,"A person standing upright, holding a tray to the left A single foot also points to the left","['A person standing upright, holding a tray to the left', 'A single foot also points to the left']"
1169,"Someone with bent knees, knees pointing right, and holding a tray also right with a flat back","['Someone with bent knees, knees pointing right, and holding a tray also right with a flat back']"
1170,"One foot down, on up to the right The head is in the top right, and a shape at that height above the leg","['One foot down', 'on up to the right', 'The head is in the top right', 'a shape at that height above the leg']"
1171,"Two triangle arms spread, with a tiny triangle pointing up in the bottom right","['Two triangle arms spread', 'with a tiny triangle pointing up in the bottom right']"
1172,Guy sitting with back to tree,['Guy sitting with back to tree']
1173,Figure standing with no arms and long vertical body Small triangle pointing right on the bottom right of the body shape,"['Figure standing with no arms', 'long vertical body', 'Small triangle pointing right on the bottom right of the body shape']"
1174,"Candle figure - rectangle body on the left, small arm on right and indent need legs","['rectangle body on the left', 'small arm on right', 'indent need legs']"
1175,"Knees bent figure - both knees are bent, and they are holding a tray on the right Straight back","['Knees bent figure - both knees are bent', 'holding a tray on the right', 'Straight back']"
1176,Parallelogram figure,['Parallelogram figure']
1177,Bunny figure,['Bunny figure']
1178,Ghost,['Ghost']
1179,"Butler standing - tray to the left, foot to the left","['Butler standing - tray to the left, foot to the left']"
1180,"Two triangle arms spread , with the small triangle pointing up in the bottom left","['Two triangle arms spread', 'small triangle pointing up in the bottom left']"
1181,Sitting with tree to back,['Sitting with tree to back']
1182,"Figure walking left - one foot flat, one foot raised to the left, head in top right, Or maybe a weird birdman with a tiny square wing","['Figure walking left - one foot flat, one foot raised to the left, head in top right', 'weird birdman with a tiny square wing']"
1183,"Figure with tray to the right and little arm on left, maybe standing in front of large triangle","['Figure with tray to the right', 'little arm on left', 'standing in front of large triangle']"
1184,Candle figure,['Candle figure']
1185,Ice skater,['Ice skater']
1186,"Need a name for this one - long vertical body, with small triangle in the bottom right pointing right","['long vertical body', 'small triangle in the bottom right pointing right']"
1187,The armless man,['The armless man']
1188,Bunny,['Bunny']
1189,Sitting with back to tree,['Sitting with back to tree']
1190,Kimono sleeves,['Kimono sleeves']
1191,"Knees bent figure - knees facing right, flat back","['Knees bent figure - knees facing right, flat back']"
1192,Ice skater,['Ice skater']
1193,Butler - tray and foot to the left,['Butler - tray and foot to the left']
1194,Candle figure - left half rectangle,['Candle figure - left half rectangle']
1195,Parallelogram,['Parallelogram']
1196,Ghost with no legs,['Ghost with no legs']
1197,Birdman kicking dirt,['Birdman kicking dirt']
1198,"Diamond below head, tray to right, Legs hidden in bigger triangle","['Diamond below head', 'tray to right', 'Legs hidden in bigger triangle']"
1199,"Knees bent to right, flat back, tray right","['Knees bent to right', 'flat back', 'tray right']"
1200,Parallelogram,['Parallelogram']
1201,Sitting with back to tree,['Sitting with back to tree']
1202,"Diamond below head, tray to right, legs in big triangle, two diamonds","['Diamond below head', 'tray to right', 'legs in big triangle', 'two diamonds']"
1203,Bunny,['Bunny']
1204,"Birdman!, Kicking dirt","['Birdman!', 'Kicking dirt']"
1205,Ice skater,['Ice skater']
1206,"Butler - tray left, foot left","['Butler - tray left, foot left']"
1207,Kimono sleeves,['Kimono sleeves']
1208,Ghost,['Ghost']
1209,Armless figure,['Armless figure']
1210,"Candle figure, left side rectangle","['Candle figure', 'left side rectangle']"
1211,"Knees bent right, tray right, flat back","['Knees bent right', 'tray right', 'flat back']"
1212,Kimono sleeves,['Kimono sleeves']
1213,Candle figure - left half is a rectangle,['Candle figure - left half is a rectangle']
1214,"Butler, left tray left foot","['Butler', 'left tray', 'left foot']"
1215,Armless figure,['Armless figure']
1216,Ice skater,['Ice skater']
1217,Sitting with back to tree,['Sitting with back to tree']
1218,Birdman kicking dirt,['Birdman kicking dirt']
1219,Bunny,['Bunny']
1220,Ghost - y'all are doing great,['Ghost']
1221,Parallelogram,['Parallelogram']
1222,"Two diamonds, Tray to right, large triangle covering legs","['Two diamonds', 'Tray to right', 'large triangle covering legs']"
1223,"figure looks crouched down to right hand side with arms in front, squatting with arms straight","['figure looks crouched down to right hand side with arms in front, squatting with arms straight']"
1224,"figure kneeling facing right with ""toes"" pointing straight up behind back","['figure kneeling facing right with ""toes"" pointing straight up behind back']"
1225,figure looks like holding or handing something to their left in standing position with toes and hands together and sleeves hanging down,"['holding or handing something to their left', 'standing position', 'toes and hands together', 'sleeves hanging down']"
1226,"looks like figure trying to get up from lying down position but stick half way! cant see arms but legs bent in front, yes left, yeah middle is quite large, yes head down","['figure trying to get up from lying down position but stick half way', 'legs bent in front', 'middle is quite large', 'head down']"
1227,"looks like figure trying to escape from large blob on ground, they are trying to lean forward to the right with pointy hands and feet and big mess behind them, head tilted back","['figure trying to escape from large blob on ground', 'trying to lean forward to the right with pointy hands and feet', 'big mess behind them', 'head tilted back']"
1228,"figure wearing double pointy head dress and large cape head down towards the right with no legs arms visible, yeah bit like rabbit ears!, yeah kind of mountain","['figure wearing double pointy head dress and large cape head down towards the right with no legs arms visible', 'bit like rabbit ears', 'kind of mountain']"
1229,"figure nondescript with no limbs sticking out and long straight body, slight upturn of lower half to the right and head straight on, guess a bit like a bundle","['nondescript with no limbs sticking out and long straight body, slight upturn of lower half to the right and head straight on, guess a bit like a bundle']"
1230,"small figure that has one half (right) arm and leg out and other half (left) shrouded in a cloak, yeah left side is a straight line down from arm area to foot","['small figure that has one half (right) arm and leg out and other half (left) shrouded in a cloak', 'left side is a straight line down from arm area to foot']"
1231,"figure catching a ball to left hand side, no legs visible only upper body and outstretched arms","['figure catching a ball to left hand side', 'no legs visible only upper body and outstretched arms']"
1232,figure trying to balance on left leg which is thicker than right small foot pointing behind arms placed one on top of other,"['figure trying to balance on left leg', 'left leg is thicker than right', 'small foot pointing behind', 'arms placed one on top of other']"
1233,looks like a drunk figure with head starting to fall backwards! both arms held up to left and one leg partially lifted up,"['a drunk figure with head starting to fall backwards', 'both arms held up to left', 'one leg partially lifted up']"
1234,looks like figure kneeling with feet and arms pointing behind to the left and kissing a triangle,"['figure kneeling with feet and arms pointing behind to the left', 'kissing a triangle']"
1235,"someone doing ballet move on one large leg, 2 triangles up their top!, yeah scissor arms","['someone doing ballet move on one large leg', '2 triangles up their top', 'scissor arms']"
1236,"looks like someone sitting with no legs and no definable arms, straight up and down with small triangle to bottom right, yip can't remember what I can say again as sure cant repeat each round!!","['someone sitting with no legs and no definable arms', 'straight up and down', 'small triangle to bottom right']"
1237,"pacman eating to right with 2 triangles on top, pointy tail facing up","['pacman eating to right', '2 triangles on top', 'pointy tail facing up']"
1238,"figure taking a rest on their bottom with head dipped down and knees bent to the left hand side of body, no arms seen","['figure taking a rest on their bottom with head dipped down and knees bent to the left hand side of body, no arms seen']"
1239,figure offering a gift to right hand side with knees bent in crouch position,['figure offering a gift to right hand side with knees bent in crouch position']
1240,figure facing right and dragging long black cloak behind face upward,"['figure facing right', 'dragging long black cloak behind', 'face upward']"
1241,"triangle balanced on straight line, cragging on right side, straight on left","['triangle balanced on straight line', 'cragging on right side', 'straight on left']"
1242,"monk facing right with arms outstretched, legs together","['monk facing right with arms outstretched, legs together']"
1243,"looks like zombie with arms held up facing left, 1 leg up and head back","['zombie with arms held up facing left', '1 leg up', 'head back']"
1244,"figure crouched down, head resting on a triangle facing left with triangle shaped arms also left facing, small triangle on right side of figure but looks like holding up head arms facing left side and toes pointing out","['figure crouched down', 'head resting on a triangle facing left', 'triangle shaped arms also left facing', 'small triangle on right side of figure', 'looks like holding up head', 'arms facing left side', 'toes pointing out']"
1245,"arms out on opposite sides of body with head towards left of centre, no legs yeah goalie","['arms out on opposite sides of body with head towards left of centre', 'no legs', 'goalie']"
1246,rabbit ears on head and mountain shaped body,"['rabbit ears on head', 'mountain shaped body']"
1247,"figure climbing ladder on left hand side with sleeves hanging off arms, square head slightly tilted back on right hand side of body","['figure climbing ladder on left hand side with sleeves hanging off arms', 'square head slightly tilted back on right hand side of body']"
1248,monk guy looking left with arms outstretched and legs together with toes poking out also to the left,['monk guy looking left with arms outstretched and legs together with toes poking out also to the left']
1249,"figure kneeling with head resting backward onto triangle (triangle on left hand side), oops triangle on right hand side!, arms and feet pointing to left","['figure kneeling with head resting backward onto triangle', 'triangle on right hand side', 'arms and feet pointing to left']"
1250,"triangle balancing on straight line right side craggy, left side straight","['triangle balancing on straight line', 'right side craggy', 'left side straight']"
1251,rabbit ears guy mountain body,"['rabbit ears', 'guy mountain body']"
1252,"guy lying back facing left trying to get up knees bent, no arms","['guy lying back facing left trying to get up knees bent, no arms']"
1253,blob with no arms or legs visible,['blob with no arms or legs visible']
1254,ballet guy with scissor arms facing left small leg off ground,"['ballet guy with scissor arms facing left', 'small leg off ground']"
1255,goalie arms outstretched,['goalie arms outstretched']
1256,pacman with 2 triangle on head and pointy tail on left,['pacman with 2 triangle on head and pointy tail on left']
1257,guy dragging cloak (on left) with arms up and toes pointed to right,['guy dragging cloak (on left) with arms up and toes pointed to right']
1258,"guy crouching with arms to left and knees bent, arms to right! bah!, legs bent behind to left","['guy crouching with arms to left and knees bent', 'arms to right', 'legs bent behind to left']"
1259,blob,['blob']
1260,zombie,['zombie']
1261,pacman,['pacman']
1262,goalie,['goalie']
1263,triangle balanced on cliff,['triangle balanced on cliff']
1264,guy getting up with knees bent to left hand side,['guy getting up with knees bent to left hand side']
1265,rabbit ears guy,['rabbit ears guy']
1266,"monk facing left, legs together","['monk facing left, legs together']"
1267,guy facing right with arms together legs bent kneeling with feet to left,"['guy facing right', 'arms together', 'legs bent', 'kneeling', 'feet to left']"
1268,ballet dancer with small leg up,['ballet dancer with small leg up']
1269,cloak dragging guy,['cloak dragging guy']
1270,"guy resting head on triangle with arms outstretched to left, feet poking out to left","['guy resting head on triangle with arms outstretched to left, feet poking out to left']"
1271,goalie,['goalie']
1272,ballet dancer with small leg behind,['ballet dancer with small leg behind']
1273,blob guy no arms legs,['blob guy no arms legs']
1274,guy getting up with knees bent to left,['guy getting up with knees bent to left']
1275,pacman with pointy tail on left and 2 triangles on head,"['pacman with pointy tail on left', '2 triangles on head']"
1276,triangle balancing on cliff,['triangle balancing on cliff']
1277,guy crouching facing right,['guy crouching facing right']
1278,rabbit head,['rabbit head']
1279,left facing monk,['left facing monk']
1280,cloak dragging guy,['cloak dragging guy']
1281,zombie,['zombie']
1282,head resting on triangle guy,['head resting on triangle guy']
1283,rabbit head,['rabbit head']
1284,guy getting up knees bent,['guy getting up knees bent']
1285,monk facing left,['monk facing left']
1286,pacman guy,['pacman guy']
1287,cloak dagger,['cloak dagger']
1288,blob,['blob']
1289,ballet dancer,['ballet dancer']
1290,head resting on triangle guy,['head resting on triangle guy']
1291,goalie,['goalie']
1292,zombie,['zombie']
1293,guy crouching facing right,['guy crouching facing right']
1294,triangle resting on cliff,['triangle resting on cliff']
1295,"The person is sitting behind with their arms behind them, Left",['The person is sitting behind with their arms behind them']
1296,"The dead is a diamond and their body looks curved, head*, The body sort of looks like a corner, It looks like they are sitting but I am not sure, It's in the middle, No does not look so, It looks like its facing in front of you","['The dead is a diamond and their body looks curved', 'The body sort of looks like a corner', 'It looks like they are sitting but I am not sure', ""It's in the middle"", 'It looks like its facing in front of you']"
1297,"The person is sitting and their hands are shown to the right and their head is facing right, Diamond, Yes pointed to the right, Most likely Kneeling","['The person is sitting and their hands are shown to the right', 'their head is facing right', 'Diamond', 'Yes pointed to the right', 'Most likely Kneeling']"
1298,"The person is standing up and it looks like they have something in their hands with a diamond head facing to the left, Pointing left and and it seems to be in the middle","['The person is standing up', 'it looks like they have something in their hands with a diamond head facing to the left', 'Pointing left', 'it seems to be in the middle']"
1299,It looks like a bunny who is on top of a mountain,['a bunny who is on top of a mountain']
1300,"The head is a diamond and it looks like they are in something and doesn't show any arms or legs, The head is facing forward","['The head is a diamond', 'they are in something', 'doesn't show any arms or legs', 'The head is facing forward']"
1301,The person has a diamond head facing to the right and their hands are pointing to the right and they seem to be kneeling with a curve on the back,"['The person has a diamond head facing to the right', 'their hands are pointing to the right', 'they seem to be kneeling with a curve on the back']"
1302,"The person seems to be kneeling with a square head facing to the right and their arms are pointing in the air to the right with a massive curve on its back, The square head is slightly tilted to the pointing arms on the right","['kneeling with a square head facing to the right', 'arms are pointing in the air to the right with a massive curve on its back', 'square head is slightly tilted to the pointing arms on the right']"
1303,The person is standing on 1 leg and it looks like it has a tail and it's a diamond head facing to the left with 2 arms facing to the left,"['standing on 1 leg', 'it has a tail', 'diamond head facing to the left', '2 arms facing to the left']"
1304,"The person is sitting down with a square head facing to the left and their arms touching their legs, Their body is also facing to the left as well","['The person is sitting down with a square head facing to the left and their arms touching their legs', 'Their body is also facing to the left as well']"
1305,The person's body is facing to the left with a square head facing backwards and they have 1 leg on the floor and 1 leg pointing up a bit,"['The person\'s body is facing to the left', 'square head facing backwards', '1 leg on the floor', '1 leg pointing up a bit']"
1306,"The person has a diamond head facing a bit to the right with their hands both up in the air with a body that is slightly to the right, It looks like actual human arms","['The person has a diamond head facing a bit to the right with their hands both up in the air with a body that is slightly to the right', 'It looks like actual human arms']"
1307,The person has a diamond head that is facing to the left and they are standing up with their hands pointed to the left with something in it,"['The person has a diamond head that is facing to the left', 'they are standing up with their hands pointed to the left with something in it']"
1308,The person is standing with 1 leg to the floor and 1 leg point up a little bit and their head is a square that is backwards of its body,"['The person is standing with 1 leg to the floor and 1 leg point up a little bit', 'their head is a square that is backwards of its body']"
1309,The person is kneeling down with a diamond head facing to the right and their hands are pointing to the right with a slight curve on its back,"['The person is kneeling down', 'with a diamond head facing to the right', 'their hands are pointing to the right', 'with a slight curve on its back']"
1310,The person looks like it's sitting down with a square head facing to the left with its arms behind them,['sitting down with a square head facing to the left with its arms behind them']
1311,Looks like a bunny on top of a mountain,['a bunny on top of a mountain']
1312,The person is standing on 1 leg with a tail and they have a diamond head facing to the left with 2 arms pointing to the left,"['standing on 1 leg with a tail', 'diamond head facing to the left', '2 arms pointing to the left']"
1313,The person is kneeling with a square head facing to the right touching its arms with the arms pointed to the right with a big curve on its back,['The person is kneeling with a square head facing to the right touching its arms with the arms pointed to the right with a big curve on its back']
1314,The person has a diamond head facing towards you with no arms or legs and looks like its in something,"['diamond head facing towards you', 'no arms or legs', 'looks like its in something']"
1315,The person is kneeling slightly with a diamond head facing to the right with its arms pointed to the right as well,"['The person is kneeling slightly', 'with a diamond head facing to the right', 'with its arms pointed to the right as well']"
1316,"The person looks like it's sitting to the left with a square head facing to the left, Their legs are slight up","['sitting to the left with a square head facing to the left', 'legs are slight up']"
1317,"The person has a diamond head facing towards you and their body looks like a corner with rigged ends, A arm might be on the top of the body","['The person has a diamond head facing towards you', 'their body looks like a corner with rigged ends', 'A arm might be on the top of the body']"
1318,The person has human arms that are up in the air with a diamond head slightly tilted to the right and body as well,"['The person has human arms that are up in the air', 'diamond head slightly tilted to the right', 'body as well']"
1319,The person is standing up with a diamond head facing to the left with their hands pointing to the right in the middle of it,"['The person is standing up', 'with a diamond head', 'facing to the left', 'with their hands pointing to the right', 'in the middle of it']"
1320,"The body is a diamond head facing you with the body looking like a corner with rigged ends, The arm is all the way up to the right I presume, Right, But the diamond is facing you, But the arm is all the way to the top pointing right","['The body is a diamond head facing you with the body looking like a corner with rigged ends', 'The arm is all the way up to the right', 'But the diamond is facing you', 'But the arm is all the way to the top pointing right']"
1321,The person has a diamond head facing towards you with no arms or legs and looks like its in something,"['diamond head facing towards you', 'no arms or legs', 'looks like its in something']"
1322,"The person is kneeling slightly with a diamond head facing to the right with its arms pointed to the right slightly, Yes a bit, It looks straight and then curves","['The person is kneeling slightly with a diamond head facing to the right with its arms pointed to the right slightly', 'It looks straight and then curves']"
1323,The person has human hands up in the air with a diamond head facing a bit to the right and body as well,"['The person has human hands up in the air', 'diamond head facing a bit to the right', 'body as well']"
1324,Looks like a bunny on a mountain,['a bunny on a mountain']
1325,"The person has 1 leg on the floor with 1 leg pointing up a bit with a square head behind its body facing right, The 1 leg is on the left slightly up","['1 leg on the floor', '1 leg pointing up a bit', 'square head behind its body facing right', '1 leg is on the left slightly up']"
1326,The person is sitting down with its legs on the floor and they have a square head facing to the left with its body facing left as well,"['The person is sitting down with its legs on the floor', 'they have a square head facing to the left', 'with its body facing left as well']"
1327,The person is kneeling down with a square head slightly facing down with its arms on the right facing up,"['The person is kneeling down', 'with a square head slightly facing down', 'with its arms on the right facing up']"
1328,The person has 1 leg on the floor with a tail and it has a diamond head facing to the left with its arms also facing to the left,"['The person has 1 leg on the floor with a tail', 'it has a diamond head facing to the left', 'with its arms also facing to the left']"
1329,The person is kneeling down with a diamond head facing to the right with a slightly curved back with its hands on the right pointing a bit up,"['The person is kneeling down', 'with a diamond head facing to the right', 'with a slightly curved back', 'with its hands on the right pointing a bit up']"
1330,"The person is sitting down with a square head facing to the left with their arms to the back of them, The body is facing to the left as well","['The person is sitting down with a square head facing to the left with their arms to the back of them', 'The body is facing to the left as well']"
1331,The person has human arms in the air with a diamond head slightly facing and body as well,"['The person has human arms in the air', 'diamond head slightly facing', 'body as well']"
1332,The person has a diamond head facing towards you with no arms and legs and looks like its in something,['The person has a diamond head facing towards you with no arms and legs and looks like its in something']
1333,The person has 1 leg on the floor and 1 leg slightly above on the left and it has a square head facing backwards of its body,"['1 leg on the floor', '1 leg slightly above on the left', 'square head facing backwards of its body']"
1334,"The person is kneeling down a bit with a diamond head facing right and its arms facing right as well and are slightly up, Its back is straight and then curves","['The person is kneeling down a bit', 'with a diamond head facing right', 'and its arms facing right as well and are slightly up', 'Its back is straight and then curves']"
1335,The person is sitting down with a square head facing left and has 2 arms behind them,"['The person is sitting down with a square head facing left', 'has 2 arms behind them']"
1336,The person has a diamond head facing you and the body looks like a corner with rigged ends and it has an arm all the way up pointing to the right,"['diamond head facing you', 'body looks like a corner with rigged ends', 'arm all the way up pointing to the right']"
1337,Looks like a bunny on a mountain,['a bunny on a mountain']
1338,Looks like a person kneeling with a square head tilted to its arms and the arms are pointing up to the right and has a massive curve on the back,"['a person kneeling with a square head tilted to its arms', 'the arms are pointing up to the right', 'has a massive curve on the back']"
1339,The person has human legs sitting down with a square head facing to the left and its pointing slightly up,"['The person has human legs sitting down', 'square head facing to the left', 'pointing slightly up']"
1340,The person is standing up with a diamond head facing to the left and it looks like it's holding something,"['The person is standing up with a diamond head facing to the left', ""it looks like it's holding something""]"
1341,The person looks like its kneeling down with a diamond head facing to the right with its arms to the right slightly up with a slight curve on the back,"['its kneeling down', 'diamond head facing to the right', 'arms to the right slightly up', 'slight curve on the back']"
1342,The person has 1 leg on the floor with a tail and has a diamond head facing to the left with 2 arms facing to the left as well,"['1 leg on the floor with a tail', 'diamond head facing to the left', '2 arms facing to the left']"
1343,The person has 1 leg on the floor with a tail and a diamond head facing to the left and 2 arms facing to the left as well,"['1 leg on the floor with a tail', 'diamond head facing to the left', '2 arms facing to the left']"
1344,Looks like a bunny on a mountain,['a bunny on a mountain']
1345,The person seems to be kneeling a bit with a diamond head facing to the right with its arms also pointing to the right with a straight back and then it curves,"['kneeling a bit', 'diamond head facing to the right', 'arms also pointing to the right', 'straight back', 'curves']"
1346,The person has a diamond head facing you and the body looks like a rigged corner and its arm is all the way up pointing to the right,"['The person has a diamond head facing you', 'the body looks like a rigged corner', 'its arm is all the way up pointing to the right']"
1347,The person has human arms in the air and has a diamond head slightly facing and body as well,"['The person has human arms in the air', 'has a diamond head slightly facing and body as well']"
1348,The person is sitting down with a square head facing left and slightly off its body with an arm sticking out on the top and bottom,['The person is sitting down with a square head facing left and slightly off its body with an arm sticking out on the top and bottom']
1349,"The person is kneeling with a diamond head facing to the right and its arms are pointing to the right and the back has a slight curve on it, The back of the legs seem to have a curve as well","['The person is kneeling with a diamond head facing to the right', 'its arms are pointing to the right', 'the back has a slight curve on it', 'The back of the legs seem to have a curve as well']"
1350,"The person has a leg on the floor and 1 leg slightly up to the left and it has a square head facing backwards of its body, It also has an arm that seems to be pointing down on the left","['a leg on the floor', '1 leg slightly up to the left', 'a square head facing backwards of its body', 'an arm that seems to be pointing down on the left']"
1351,The person seems to be standing with a diamond head facing to the left with something in its hands facing left in the middle of the body,"['standing with a diamond head facing to the left', 'something in its hands facing left in the middle of the body']"
1352,"The person seems to be kneeling with a square head facing to the left touching its arms and the arms are on the right pointing up with a massive curve on the back, The legs also have a curve","['kneeling with a square head facing to the left touching its arms', 'arms are on the right pointing up with a massive curve on the back', 'legs also have a curve']"
1353,The person has a diamond head facing towards you with no arms and legs and looks like its in something,['The person has a diamond head facing towards you with no arms and legs and looks like its in something']
1354,The person is sitting down with human legs on the floor with a square head facing to the left and its slightly looking up,['The person is sitting down with human legs on the floor with a square head facing to the left and its slightly looking up']
1355,The person has 1 leg on the floor and 1 leg pointing up on the left and it has a square head facing backwards of its body and it has 1 arm going down on the left,"['1 leg on the floor', '1 leg pointing up on the left', 'square head facing backwards of its body', '1 arm going down on the left']"
1356,The person is standing up with a diamond head facing to the left and its arms seem to have something and its pointing on the left in the middle of the body,"['The person is standing up with a diamond head facing to the left', 'its arms seem to have something', 'its pointing on the left in the middle of the body']"
1357,The person is sitting down with a square head facing left a bit off its body and it has arms 1 all the way on the top and 1 all the way on the bottom,['The person is sitting down with a square head facing left a bit off its body and it has arms 1 all the way on the top and 1 all the way on the bottom']
1358,The person has a diamond head facing you with the body being rigged with an arm facing all the way up to the right,"['The person has a diamond head facing you', 'the body being rigged with an arm facing all the way up to the right']"
1359,Looks like a bunny on a mountain,['a bunny on a mountain']
1360,"This person has human arms in the air with a diamond facing slightly to the right and body as well, It had corners on the left and then it had curves on it, Which made it look rigged, On the body","['This person has human arms in the air', 'with a diamond facing slightly to the right and body as well', 'It had corners on the left', 'and then it had curves on it', 'Which made it look rigged', 'On the body']"
1361,The person is kneeling with a square head facing to the right slightly down touching its arms with the arms facing up,['The person is kneeling with a square head facing to the right slightly down touching its arms with the arms facing up']
1362,This person has 1 leg on the floor with a tail and it has a diamond head facing to the left with 2 arms facing to the left,"['1 leg on the floor with a tail', 'diamond head facing to the left', '2 arms facing to the left']"
1363,This person is sitting down with human legs on the floor with a square head facing slightly up,"['sitting down with human legs on the floor', 'square head facing slightly up']"
1364,This person has a diamond head facing you with no arms nor legs and looks like its in something,"['diamond head facing you', 'no arms nor legs', 'looks like its in something']"
1365,This person is kneeling with with a diamond head facing to the right with its arms pointing slight up to the right in the middle of its body with a slight curve on the back,"['kneeling with with a diamond head facing to the right', 'arms pointing slight up to the right in the middle of its body', 'slight curve on the back']"
1366,This person is kneeling down slightly with a diamond head facing to the right with its arms pointing slightly up with a straight back and then curves,['This person is kneeling down slightly with a diamond head facing to the right with its arms pointing slightly up with a straight back and then curves']
1367,Square on top with a house looking shape,['Square on top with a house looking shape']
1368,square on top looks like a person sitting down with one (the left leg) resting on the floor,['square on top looks like a person sitting down with one (the left leg) resting on the floor']
1369,"square on top of what looks like a cabinet, the cabinet looks like rectangle, square","['square on top of a cabinet', 'cabinet looks like rectangle', 'square']"
1370,2 triangles on top of a square beneath the square is a big triangle,"['2 triangles on top of a square', 'beneath the square is a big triangle']"
1371,"looks like an angel flying, a square on top two arms and a trapezium looking body, no legs","['an angel flying', 'a square on top two arms', 'a trapezium looking body', 'no legs']"
1372,"square on top resting on what looks like a big tie cravatte, the bottom of the shape is like a sock that leaning to the left, that sock is connected to a small triangle to the right","['square on top resting on what looks like a big tie cravatte', 'the bottom of the shape is like a sock that leaning to the left', 'that sock is connected to a small triangle to the right']"
1373,square on top the person looks like they're bending down to the ground facing to the right looking up in a worship pose,"['square on top', ""person looks like they're bending down to the ground"", 'facing to the right', 'looking up in a worship pose']"
1374,"looks like a animal with a square on the right side of his neck It's head is angled down to the left, the square is on right side of his neck close to its shoulder, it has one leg of the floor and the other is on the floor","['a animal with a square on the right side of his neck', ""It's head is angled down to the left"", 'the square is on right side of his neck close to its shoulder', 'it has one leg of the floor and the other is on the floor']"
1375,"square on top of a another square shape on top of a triangle looking shape, the person's head(the square on top) is looking to the right, looks like this person is standing on a boat, in a worship like pose","['square on top of a another square shape on top of a triangle looking shape', ""the person's head(the square on top) is looking to the right"", 'looks like this person is standing on a boat', 'in a worship like pose']"
1376,"square on top with a small triangle under it on its right hand side, there is a tiny looking triangle on the bottom left of the image, looks like a woman with hair facing to the left, the triangle behind the top square could be perceived as a pony tail","['square on top with a small triangle under it on its right hand side', 'there is a tiny looking triangle on the bottom left of the image', 'looks like a woman with hair facing to the left', 'the triangle behind the top square could be perceived as a pony tail']"
1377,"square on top of big triangle, person looks like they're doing figure skating, with its back leg (a small triangle) in the air","['square on top of big triangle', 'person looks like they\'re doing figure skating', 'with its back leg (a small triangle) in the air']"
1378,looks like a priest praying the priest is facing the left with its arm raised at a right angle to its body like it's receiving a gift,"['a priest praying', 'the priest is facing the left', 'with its arm raised at a right angle to its body', ""like it's receiving a gift""]"
1379,square on top person standing on a boat facing the right it's arm is lifted,"['square on top', 'person standing on a boat facing the right', ""it's arm is lifted""]"
1380,"looks like a dinosaur stannic on one leg earring a square on its upper back, upper back shoulder, one leg is on the floor and the other leg is lifted, animal with trapezium head angled down left with a square on its right shoulder","['a dinosaur standing on one leg', 'wearing a square on its upper back', 'one leg is on the floor and the other leg is lifted', 'animal with trapezium head angled down left', 'with a square on its right shoulder']"
1381,two triangles on top of square sitting on top of a big triangle,['two triangles on top of square sitting on top of a big triangle']
1382,"looks like a woman with a ponytail so a square on top with a triangle below it on the right, it's arm is raised up, the woman is looking to the left","['a woman with a ponytail', 'a square on top with a triangle below it on the right', ""it's arm is raised up"", 'the woman is looking to the left']"
