,text,gpt_out
1322,goalie,['goalie']
1323,standing knees both bent facing right diamond head arks both facing right,"['standing', 'knees both bent', 'facing right', 'diamond head', 'arks both facing right']"
1324,diamond head sitting no arms legs out in front wearing a cloak,"['diamond head sitting', 'no arms', 'legs out in front', 'wearing a cloak']"
1325,"flat wide top, narrow bottom no arms diamond in middle top","['flat wide top', 'narrow bottom', 'diamond in middle top']"
1326,standing on left leg right leg raised facing left looking down square on right shoulder,"['standing on left leg', 'right leg raised', 'facing left', 'looking down', 'square on right shoulder']"
1327,"looks like doctor who's dog, k9 facing left balancing a diamond on head, facing right!!, tail pointing up","['doctor who\'s dog, k9 facing left', 'balancing a diamond on head', 'facing right!!', 'tail pointing up']"
1328,sitting legs pointing left bent at knee,['sitting legs pointing left bent at knee']
1329,"standing on left leg right leg out horizontal behind arms both out facing left, diamond head","['standing on left leg', 'right leg out horizontal behind', 'arms both out facing left', 'diamond head']"
1330,looks like priest facing left arms together out front diamond head,"['priest facing left', 'arms together out front', 'diamond head']"
1331,obscure body shape with 2 half squares and a diamond,['obscure body shape with 2 half squares and a diamond']
1332,"cloak man, no arms or legs","['cloak man, no arms or legs']"
1333,David Seaman,There is no description of an image in the given text.
1334,facing right arms out to right diamond head knees out,"['facing right', 'arms out to right', 'diamond head', 'knees out']"
1335,v's on head Indian sitting facing right,"['v's on head', 'Indian sitting facing right']"
1336,"diamond head all straight on left, broad shoulders, see foot is small","['diamond head all straight on left', 'broad shoulders', 'see foot is small']"
1337,"backwards L, square head facing left","['backwards L', 'square head facing left']"
1338,priest facing left,['priest facing left']
1339,"figure dancer facing left one leg on ground other behind, 2 arms out on left","['figure dancer facing left', 'one leg on ground', 'other behind', '2 arms out on left']"
1340,"square head off shoulder body facing left like a hunchback, one leg on ground , other on left","['square head off shoulder body facing left like a hunchback', 'one leg on ground', 'other on left']"
1341,kneeling facing right small tail,"['kneeling facing right', 'small tail']"
1342,sitting facing left knees up square head,"['sitting facing left', 'knees up', 'square head']"
1343,"detached arm on right facing right kneeling leg on left, diamond head kneeling arms are out on each side, right arm is off body","['detached arm on right facing right', 'kneeling leg on left', 'diamond head', 'kneeling arms are out on each side', 'right arm is off body']"
1344,"standing left leg, right leg raised facing left square on shoulder head down","['standing left leg', 'right leg raised', 'facing left', 'square on shoulder', 'head down']"
1345,david seaman,There is no description of an image in the given text.
1346,"priest facing left, arms hands together out front left diamond head","['priest facing left', 'arms hands together out front', 'left diamond head']"
1347,back to front L,There is no description of the image in the given text.
1348,"looks like wearing a cloak, diamond head","['wearing a cloak', 'diamond head']"
1349,"diamond head, facing right knees bent arms together","['diamond head', 'facing right', 'knees bent', 'arms together']"
1350,"k9, balancing diamond on dogs head",['balancing diamond on dogs head']
1351,"main body facing left, pyramid attached bottom left, pyramid attached to diamond for head, main body with three attachments, head like an anvil pointing left","['main body facing left', 'pyramid attached bottom left', 'pyramid attached to diamond for head', 'main body with three attachments', 'head like an anvil pointing left']"
1352,"standing one left leg, right leg extended behind","['standing one left leg, right leg extended behind']"
1353,indian v's,There is no description of the image in the provided text.
1354,"diamond head, straight and long at top, shorter and straight at base","['diamond head', 'straight and long at top', 'shorter and straight at base']"
1355,"sitting left legs raised diamond head, facing left with diamond head both legs bent at knee","['sitting left legs raised', 'diamond head, facing left', 'diamond head both legs bent at knee']"
1356,head forward body forward arms back pointing at 1 and 5,"['head forward', 'body forward', 'arms back', 'pointing at 1 and 5']"
1357,leaning to the left hands raised to 11 and 1,"['leaning to the left', 'hands raised to 11 and 1']"
1358,leaning to left one foot raised back pointing to 3,"['leaning to left', 'one foot raised back', 'pointing to 3']"
1359,"kneeling with hands pointed to 3 but NOT the one with feet back, the other one, two images look almost identical","['kneeling with hands pointed to 3 but NOT the one with feet back, the other one, two images look almost identical']"
1360,"kneeling with hands pointed at 2 and 9 feet parallel to body, head is at 12 position, hand on right looks like triangle touching square head","['kneeling with hands pointed at 2 and 9 feet parallel to body', 'head is at 12 position', 'hand on right looks like triangle touching square head']"
1361,head has two triangles on top of it,['head has two triangles on top of it']
1362,"standing up fully head at top, hands pointing to left like it is presenting an award","['standing up fully head at top', 'hands pointing to left like it is presenting an award']"
1363,the person looks like their body is a square with a chunk missing on the right side,['their body is a square with a chunk missing on the right side']
1364,straight up and down 12 to 6 with a small triangle at the bottom right,"['straight up and down 12 to 6', 'small triangle at the bottom right']"
1365,picture the diamond head then another diamond under it 12 to 6 then the body looks like pacman and then another medium diamond on the bottom left,"['diamond head', 'another diamond under it 12 to 6', 'body looks like pacman', 'another medium diamond on the bottom left']"
1366,"sitting down feet pointing left knees raised, head pointing to 11 feet pointed to 7","['sitting down', 'feet pointing left', 'knees raised', 'head pointing to 11', 'feet pointed to 7']"
1367,"head pointed to 2 to the right feet pointed to 6 and 7, one foot on ground one pointed to 7","['head pointed to 2 to the right', 'feet pointed to 6 and 7', 'one foot on ground', 'one pointed to 7']"
1368,person on one leg facing the left,['person on one leg facing the left']
1369,"person kneeling on their knees facing the right, with hands out","['person kneeling on their knees facing the right, with hands out']"
1370,"person with one leg to the leg and one leg to the right, with arms up to the right and head back, *left","['person with one leg to the leg and one leg to the right, with arms up to the right and head back']"
1371,person with one foot up and leaning back,['person with one foot up and leaning back']
1372,person sitting with their head down and something on their head,"['person sitting with their head down', 'something on their head']"
1373,"person sitting crouched and bundled up, looks to be the biggest, looks like a foot and a hand are slightly coming out, mostly weighted on the left","['person sitting crouched and bundled up', 'looks to be the biggest', 'looks like a foot and a hand are slightly coming out', 'mostly weighted on the left']"
1374,person kneeling with their hands up to the left,['person kneeling with their hands up to the left']
1375,"person with their knees bent, facing the right, with their hands up","['person with their knees bent, facing the right, with their hands up']"
1376,"person sitting down, legs stretched, facing the left, hunched over","['person sitting down', 'legs stretched', 'facing the left', 'hunched over']"
1377,"person with both arms up, slightly falling to the left","['person with both arms up, slightly falling to the left']"
1378,"person sitting still, arms together, facing forward towards the screen","['person sitting still, arms together, facing forward towards the screen']"
1379,"person with both arms up, one to the left and one to the right, with legs on either side, like doing a lunge, facing right","['person with both arms up, one to the left and one to the right, with legs on either side, like doing a lunge, facing right']"
1380,facing left standing on one leg with hands out in front and other leg out straight behind,"['facing left', 'standing on one leg', 'with hands out in front', 'other leg out straight behind']"
1381,"on knees, facing to the right with hands out front and head straight, as if in prayer","['on knees', 'facing to the right', 'with hands out front', 'head straight', 'as if in prayer']"
1382,both arms out to either side falling to the left like a ghost,['both arms out to either side falling to the left like a ghost']
1383,"leg out to left, front leg to right, hands up and head back , looks like a lunge","['leg out to left', 'front leg to right', 'hands up and head back', 'looks like a lunge']"
1384,"on knees, facing right, arms look like wings, small foot sticking out the back","['on knees', 'facing right', 'arms look like wings', 'small foot sticking out the back']"
1385,"crouching position, head straight, arms out to the right and bent slightly at the knees, 90 degree bend in back of knee","['crouching position', 'head straight', 'arms out to the right and bent slightly at the knees', '90 degree bend in back of knee']"
1386,"head straight, very straight long back with body facing right","['head straight', 'very straight long back', 'body facing right']"
1387,"sitting down, with 2 triangles on their head, facing right","['sitting down', '2 triangles on their head', 'facing right']"
1388,"diamond head, with all body compact","['diamond head, with all body compact']"
1389,"facing to left, looks like a waiter, arms stretched out in front, standing up, slight square under hands","['facing to left', 'looks like a waiter', 'arms stretched out in front', 'standing up', 'slight square under hands']"
1390,"sitting down, with legs bent, facing left, head slightly bowed","['sitting down', 'with legs bent', 'facing left', 'head slightly bowed']"
1391,"standing on one leg, other leg up to the left, head leaning back","['standing on one leg', 'other leg up to the left', 'head leaning back']"
1392,"standing on one leg, other leg stretched behind arms and head on the left","['standing on one leg', 'other leg stretched behind', 'arms and head on the left']"
1393,"person facing the right, arms up to the right head facing the right knees bent at 90 degrees","['person facing the right', 'arms up to the right', 'head facing the right', 'knees bent at 90 degrees']"
1394,"person facing the left, arms up, head facing the right small square under the hands, head shaped like a diamond, head left","['person facing the left', 'arms up', 'head facing the right', 'small square under the hands', 'head shaped like a diamond', 'head left']"
1395,"person dancing, like a salsa leg facing left, one leg out to the right hands up to the right with head bent back","['person dancing', 'like a salsa leg facing left', 'one leg out to the right', 'hands up to the right with head bent back']"
1396,"person kneeling, with feet tucked up behind them hands up and facing the right","['person kneeling', 'feet tucked up behind them', 'hands up', 'facing the right']"
1397,"person crouched, sitting on their butt, facing the left knees bent and legs stretching towards the left head slightly facing downwards, arms to their side","['person crouched, sitting on their butt, facing the left', 'knees bent and legs stretching towards the left', 'head slightly facing downwards', 'arms to their side']"
1398,"person on their knees one arm up and out to the right, the other to the left one leg stretched out behind them head facing downwards","['person on their knees', 'one arm up and out to the right', 'the other to the left', 'one leg stretched out behind them', 'head facing downwards']"
1399,"person standing, one foot up and out to the left head facing downwards, like beak, or a plague doctor small square on the back, back is straight","['person standing', 'one foot up and out to the left', 'head facing downwards, like beak, or a plague doctor', 'small square on the back', 'back is straight']"
1400,"person falling backwards to the left, arms up and out, head falling back ghostly","['person falling backwards to the left, arms up and out, head falling back ghostly']"
1401,"let's go repi, person sitting huddled, arms together, head shaped like a diamond, knees slightly coming out to the right","['person sitting huddled, arms together, head shaped like a diamond, knees slightly coming out to the right']"
1402,"very large mass, head shaped like a diamond, small triangle coming out from the right on the shoulder, and the foot, very square-ish","['very large mass', 'head shaped like a diamond', 'small triangle coming out from the right on the shoulder', 'the foot, very square-ish']"
1403,"person sitting, legs out to the right two things on their head, which is facing downwards","['person sitting', 'legs out to the right', 'two things on their head', 'facing downwards']"
1404,"Long straight back to the left, head in middle shoulders, tiny feet, hands to the right, looks like a penguin","['Long straight back to the left', 'head in middle shoulders', 'tiny feet', 'hands to the right', 'looks like a penguin']"
1405,"on knees, one foot behind to left, angel wings with head bent slightly and looking to the right, one triangle from the head to the right","['on knees', 'one foot behind to left', 'angel wings with head bent slightly and looking to the right', 'one triangle from the head to the right']"
1406,"leg out to the left, other leg slightly lifted to the right, head back hands up to the right,","['leg out to the left', 'other leg slightly lifted to the right', 'head back', 'hands up to the right']"
1407,"on knees, arms out the front to the right, head straight,, looks like a waiter","['on knees', 'arms out the front to the right', 'head straight', 'looks like a waiter']"
1408,"sitting down, left out to the left, head bent slightly forwards, legs out to left, legs bent at knee","['sitting down', 'left out to the left', 'head bent slightly forwards', 'legs out to left', 'legs bent at knee']"
1409,"head straight, arms out in front to the right, 90 degree bend in knees","['head straight', 'arms out in front to the right', '90 degree bend in knees']"
1410,"long straight back to the right, looking left, arms out in front,, square bit under the hands","['long straight back to the right', 'looking left', 'arms out in front', 'square bit under the hands']"
1411,"arms out to each side, leaning to left, looks like a ghost","['arms out to each side', 'leaning to left', 'looks like a ghost']"
1412,"head straight, compact body, no limbs jutting out","['head straight', 'compact body', 'no limbs jutting out']"
1413,"standing on one leg, facing left, other leg out to the right, both arms facing left","['standing on one leg', 'facing left', 'other leg out to the right', 'both arms facing left']"
1414,"standing on one leg, other leg up to the left, head right back, looks like they have a beak","['standing on one leg', 'other leg up to the left', 'head right back', 'looks like they have a beak']"
1415,"sitting down, with 2 triangles on top of their head","['sitting down', '2 triangles on top of their head']"
1416,"person kneeling on their knees, facing the right hands facing up to the right, small triangle coming up behind them","['person kneeling on their knees, facing the right', 'hands facing up to the right', 'small triangle coming up behind them']"
1417,"one foot up and out, facing the left has a beak, back is straight","['one foot up and out', 'facing the left', 'has a beak', 'back is straight']"
1418,"we're so good, person sitting on their butt, facing the left head bent downwards knees bent","['person sitting on their butt, facing the left head bent downwards knees bent']"
1419,"person kneeling, to the left hands facing upwards, small square under the hands","['person kneeling', 'to the left hands facing upwards', 'small square under the hands']"
1420,"person falling backwards, to the left, hands up ghosty","['person falling backwards, to the left, hands up ghosty']"
1421,"person sitting, facing the right, two things on their head, knees bent","['person sitting', 'facing the right', 'two things on their head', 'knees bent']"
1422,"person standing with knees bent, facing the right hands up, head forward, knees at 90 degrees","['person standing with knees bent, facing the right hands up, head forward, knees at 90 degrees']"
1423,"large mass, straight back on the left, small triangle near shoulder and small feet, penguin","['large mass', 'straight back on the left', 'small triangle near shoulder and small feet', 'penguin']"
1424,"someone dancing, like a salsa arms out front on them to the right, head tilted back one leg out in front to the right, one behind them","['someone dancing', 'salsa arms out front on them to the right', 'head tilted back', 'one leg out in front to the right', 'one behind them']"
1425,"person sitting huddled, arms and legs together, straight sides, facing forwards, legs slightly facing out to the right","['person sitting huddled, arms and legs together, straight sides, facing forwards, legs slightly facing out to the right']"
1426,"person on their knees, one leg out behind them one arm out to the right and one to the left triangle shaped arms, head slightly bent downwards","['person on their knees', 'one leg out behind them', 'one arm out to the right', 'one arm to the left', 'triangle shaped arms', 'head slightly bent downwards']"
1427,"person on one leg, the other behind straight both arms forwards, head straight, facing to the left","['person on one leg', 'the other behind straight', 'both arms forwards', 'head straight', 'facing to the left']"
1428,"long straight back to the right, arms out to left, with square under arms","['long straight back to the right', 'arms out to left', 'with square under arms']"
1429,"compact body, no limbs sticking out, head straight","['compact body', 'no limbs sticking out', 'head straight']"
1430,"90 degree angle at knees, arms out to right, head straight","['90 degree angle at knees', 'arms out to right', 'head straight']"
1431,"long straight back to the right, head in middle of shoulders, arms out to the right, tiny feet, facing right too, left back, long back to left sorry","['long straight back to the right', 'head in middle of shoulders', 'arms out to the right', 'tiny feet', 'facing right too', 'left back', 'long back to left sorry']"
1432,"standing on one foot, other leg out to left, head right back, with sort of a beak, looks like a zombie","['standing on one foot', 'other leg out to left', 'head right back', 'with sort of a beak', 'looks like a zombie']"
1433,"leg out to the left, other smaller leg foot to the right head back arms up to the right, lunge","['leg out to the left', 'other smaller leg foot to the right', 'head back', 'arms up to the right', 'lunge']"
1434,"sitting down, legs out to the left, head bent slightly forwards to the left","['sitting down', 'legs out to the left', 'head bent slightly forwards to the left']"
1435,"standing one left, other leg stretched to the right, head facing left with arms out to the left","['standing one left', 'other leg stretched to the right', 'head facing left', 'arms out to the left']"
1436,"arms out to each side, ghostly","['arms out to each side, ghostly']"
1437,"sitting down, facing right, 2 triangles on their head","['sitting down', 'facing right', '2 triangles on their head']"
1438,"on their knees, foot out to the left, triangle on the right of their head, angel wings","['on their knees', 'foot out to the left', 'triangle on the right of their head', 'angel wings']"
1439,"head sTraight, arms out to the right, crouched down, with triangle behind","['head straight', 'arms out to the right', 'crouched down', 'triangle behind']"
1440,"flat on the left side, diamond on the top, top right points out to the right","['flat on the left side', 'diamond on the top', 'top right points out to the right']"
1441,2 legs one is off the ground both feet facing left and head tilted back,"['2 legs one is off the ground', 'both feet facing left', 'head tilted back']"
1442,"long flat part on ground facing right head tilted back triangle at shoulder near head, small triangle on the right","['long flat part on ground facing right', 'head tilted back', 'triangle at shoulder near head', 'small triangle on the right']"
1443,2 hands up over head,['2 hands up over head']
1444,facing left holding out hands,"['facing left', 'holding out hands']"
1445,"diamond on top of almost symmetrical block, piece pointing out to right at bottom, diamond on top of triangle, on top of a square, bottom piece with a triangle pointing to the right, not a lot of pieces sticking out","['diamond on top of almost symmetrical block', 'piece pointing out to right at bottom', 'diamond on top of triangle', 'on top of a square', 'bottom piece with a triangle pointing to the right', 'not a lot of pieces sticking out']"
1446,"on one leg other leg sticking out behind, facing left","['on one leg', 'other leg sticking out behind', 'facing left']"
1447,kneeling facing right with hands out in front,['kneeling facing right with hands out in front']
1448,"two triangles facing out from body, diamond (head) is above triangle which is not fully connected to body, small triangle on left side on the floor","['two triangles facing out from body', 'diamond (head) is above triangle which is not fully connected to body', 'small triangle on left side on the floor']"
1449,"the one that you picked as kneeling last time, facing left with hands out in front, seems like crouching down","['kneeling last time', 'facing left', 'hands out in front', 'crouching down']"
1450,sitting down facing left legs out in front of them,['sitting down facing left legs out in front of them']
1451,"looks like it has bunny ears on head, looking down with 2 triangles coming from head","['it has bunny ears on head', 'looking down with 2 triangles coming from head']"
1452,sitting,['sitting']
1453,on knees arms wide,['on knees arms wide']
1454,flying arms wide,['flying arms wide']
1455,one leg standing,['one leg standing']
1456,"legs dragging on floor, arms wide while sitting","['legs dragging on floor', 'arms wide while sitting']"
1457,sitting legs not showing,['sitting']
1458,one leg standing other leg behind,"['one leg standing', 'other leg behind']"
1459,on knees praying,['on knees praying']
1460,gown wide while standing,['gown wide while standing']
1461,arms out legs not showing,"['arms out', 'legs not showing']"
1462,two triangles top of head,['two triangles top of head']
1463,legs bent arms out,"['legs bent', 'arms out']"
1464,legs bent arms out triangle on head,"['legs bent', 'arms out', 'triangle on head']"
1465,arms out in front legs not shown,"['arms out in front', 'legs not shown']"
1466,two triangles on top of head,['two triangles on top of head']
1467,arms wide head tilted back legs scraping ground,"['arms wide', 'head tilted back', 'legs scraping ground']"
1468,gown wide legs not shown,['gown wide legs not shown']
1469,sitting with arms under legs,['sitting with arms under legs']
1470,sitting with no legs shown,['sitting with no legs shown']
1471,standing on one leg arms out front one leg behind,"['standing on one leg', 'arms out front', 'one leg behind']"
1472,legs bent no feet shown arms out front,"['legs bent', 'no feet shown', 'arms out front']"
1473,flying with no legs shown arms wide,['flying with no legs shown arms wide']
1474,standing on one leg with one foot out front,['standing on one leg with one foot out front']
1475,on knees with arms wide,['on knees with arms wide']
1476,sitting on behind with legs out,['sitting on behind with legs out']
1477,two triangles on head,['two triangles on head']
1478,legs bent with arms out,['legs bent with arms out']
1479,wide gown legs not shown,['wide gown']
1480,arms out to the left legs not shown,"['arms out to the left', 'legs not shown']"
1481,on knees arms wide,['on knees arms wide']
1482,legs scraping and arms out wide head tilted back,"['legs scraping', 'arms out wide', 'head tilted back']"
1483,one leg behind while standing on other and arms out front,['one leg behind while standing on other and arms out front']
1484,standing on one leg with the other out front,['standing on one leg with the other out front']
1485,flying legs not shown,['flying legs not shown']
1486,sitting legs not shown or arms,['sitting']
1487,sitting praying arms out to the right,['sitting praying arms out to the right']
1488,standing on one leg other leg out front,"['standing on one leg', 'other leg out front']"
1489,sitting on behind legs out front,['sitting on behind legs out front']
1490,sitting no legs or arms shown,"['sitting', 'no legs or arms shown']"
1491,sitting on knees arms out wide legs behind,"['sitting on knees', 'arms out wide', 'legs behind']"
1492,flying no legs shown,"['flying', 'no legs shown']"
1493,knees scraping ground arms out wide,"['knees scraping ground', 'arms out wide']"
1494,wide gown no legs,"['wide gown', 'no legs']"
1495,standing on one leg arm out to left one leg in back,"['standing on one leg', 'arm out to left', 'one leg in back']"
1496,two triangles on head,['two triangles on head']
1497,no legs arms to left praying,"['no legs', 'arms to left', 'praying']"
1498,one triangle on head arms to right sitting on knees,"['one triangle on head', 'arms to right', 'sitting on knees']"
1499,no feet shown legs bent arms to right,"['no feet shown', 'legs bent', 'arms to right']"
1500,standing on one leg other to the front of standing leg,"['standing on one leg', 'other to the front of standing leg']"
1501,praying arms to left no legs shown,['praying arms to left no legs shown']
1502,flying no legs shown,"['flying', 'no legs shown']"
1503,praying arms to right on knees,['praying arms to right on knees']
1504,sitting no legs or arms shown,"['sitting', 'no legs or arms shown']"
1505,legs cramping arms to the right side head back,"['legs cramping', 'arms to the right side', 'head back']"
1506,on knees arms wide legs back,"['on knees', 'arms wide', 'legs back']"
1507,arms wide wide gown,['arms wide wide gown']
1508,sitting with legs out to the left,['sitting with legs out to the left']
1509,two triangles on head,['two triangles on head']
1510,legs bent arms to the left no feet shown,"['legs bent', 'arms to the left', 'no feet shown']"
1511,standing on one leg other out to the left,"['standing on one leg', 'other out to the left']"
1512,on knees arms out wide,['on knees arms out wide']
1513,wide gown no legs shown,"['wide gown', 'no legs shown']"
1514,legs bent arms to the right no feet shown,"['legs bent', 'arms to the right', 'no feet shown']"
1515,arms to the left no legs or feet shown,['arms to the left no legs or feet shown']
1516,two triangles on head,['two triangles on head']
1517,arms to the left standing on one leg,['arms to the left standing on one leg']
1518,standing on one leg other leg to the left,"['standing on one leg', 'other leg to the left']"
1519,legs scraping ground arms wide to the right,"['legs scraping ground', 'arms wide to the right']"
1520,sitting no legs or arms shown,"['sitting', 'no legs or arms shown']"
1521,flying no legs shown,"['flying', 'no legs shown']"
1522,sitting on knees arms to right,"['sitting on knees', 'arms to right']"
1523,sitting legs to the left,['sitting legs to the left']
1524,"picture looks like a person kneeling with their hands to the right, looks a little like a praying mantis ready to strike, the head is tilted back, as if they were looking to the sky, it looks as if they have two hands","['a person kneeling with their hands to the right', 'a little like a praying mantis ready to strike', 'the head is tilted back, as if they were looking to the sky', 'it looks as if they have two hands']"
1525,"this picture looks like someone praying, they are praying to the right, their head is like a diamond on its point , they are sat completely upright, their hands are together so much so that it looks like a triangle with the top of the box and left side of the box running parallel to 2 sides of the triangle, it looks as though the person praying is on their knees","['someone praying', 'praying to the right', 'head is like a diamond on its point', 'sat completely upright', 'hands are together so much so that it looks like a triangle with the top of the box and left side of the box running parallel to 2 sides of the triangle', 'person praying is on their knees']"
1526,"this image looks like a person without hands or legs, a bit like a ghost","['a person without hands or legs', 'a bit like a ghost']"
1527,"this looks like a person flying, they are flying to the left hand side, or as if someone is falling to the left hand side, with their two hands stretched out to the side","['a person flying', 'flying to the left hand side', 'someone is falling to the left hand side', 'two hands stretched out to the side']"
1528,"once again someone praying with their hands together knees are slightly bent, they are praying to the right hand side","['someone praying with their hands together', 'knees are slightly bent', 'praying to the right hand side']"
1529,"this looks like someone on their knees looking to the right hand side, kind of looks like they have their head in their hands, the head which is a diamond pointing slightly down just about touches the triangle made by their hands, the feet are made up by a small triangle","['someone on their knees looking to the right hand side', 'looks like they have their head in their hands', 'head which is a diamond pointing slightly down just about touches the triangle made by their hands', 'feet are made up by a small triangle']"
1530,"looks like a person sat on their bum with head down facing the left hand side, the legs are slightly outstretched","['a person sat on their bum with head down facing the left hand side, the legs are slightly outstretched']"
1531,"looks like a person on one leg falling over facing the left hand side, the two arms are seperate","['a person on one leg falling over facing the left hand side', 'the two arms are separate']"
1532,"looks like a person about to fall backwards they are falling to the right hand side with their head looking into the air, one leg is on the floor, the other is facing into the bottom left corner of the box","['a person about to fall backwards', 'falling to the right hand side', 'head looking into the air', 'one leg is on the floor', 'the other is facing into the bottom left corner of the box']"
1533,this picture actually looks like a bunny rabbit,['a bunny rabbit']
1534,"looks like a person praying again stood upright facing the left hand side, looks like they are reading a box actually","['a person praying again stood upright facing the left hand side', 'they are reading a box']"
1535,looks like a short person praying the body is very blocky they are facing the right hand side,"['a short person praying', 'the body is very blocky', 'they are facing the right hand side']"
1536,"Looks like someone sat down facing the right, and has no arms or legs","['someone sat down facing the right, and has no arms or legs']"
1537,"sat to the left with legs outstretched, head looking up","['sat to the left with legs outstretched, head looking up']"
1538,"standing upright, looking left, arms outstretched","['standing upright', 'looking left', 'arms outstretched']"
1539,looks like a rabbit sitting down,['a rabbit sitting down']
1540,"kind of reminds me of a praying mantis, head looking left, body facing right, looks like in a fighting pose","['praying mantis', 'head looking left', 'body facing right', 'in a fighting pose']"
1541,"looks like a short person, facing right","['a short person, facing right']"
1542,"looks like an ice skater going left, both arms in front","['an ice skater going left, both arms in front']"
1543,"kneeling slightly to the right, arms out in front, facing right","['kneeling slightly to the right', 'arms out in front', 'facing right']"
1544,"upright, head looking down to the right, standing on one leg, the other leg kicked out left, both arms behind, the arms are close together, looks like a wing, looks like a bird compared to the rest","['upright', 'head looking down to the right', 'standing on one leg', 'the other leg kicked out left', 'both arms behind', 'the arms are close together', 'looks like a wing', 'looks like a bird compared to the rest']"
1545,someone falling diagonally to the left,['someone falling diagonally to the left']
1546,"looks like someone praying, looking right, back very straight, head is a diamond","['someone praying', 'looking right', 'back very straight', 'head is a diamond']"
1547,"looks like kneeling on floor, head looking down to the right, arms outstretched","['kneeling on floor', 'head looking down to the right', 'arms outstretched']"
1548,looks like a rabbit,['looks like a rabbit']
1549,"looks like someone praying to the right, upright back","['someone praying to the right, upright back']"
1550,"looks like someone fully kneeling, head slightly down to the right body facing right, arms slightly outstretched","['someone fully kneeling, head slightly down to the right body facing right, arms slightly outstretched']"
1551,"looks like someone sitting down body facing left legs partly stretched out, head slightly upright, no arms","['someone sitting down body facing left legs partly stretched out, head slightly upright, no arms']"
1552,looks like a ghost leaning slightly into the left,['a ghost leaning slightly into the left']
1553,short person,['short person']
1554,"person falling to the left, no legs shown","['person falling to the left, no legs shown']"
1555,ice skater to the left,['ice skater to the left']
1556,"fighter pose guy, girl","['fighter pose guy, girl']"
1557,praying to the right slight kneeling,['praying to the right slight kneeling']
1558,"person praying to the left, completely upright","['person praying to the left, completely upright']"
1559,bird looking person,['bird looking person']
1560,looks like a ghost,['looks like a ghost']
1561,ice skater,['ice skater']
1562,person sitting down to the left,['person sitting down to the left']
1563,falling to the left,['falling to the left']
1564,fighter pose,['fighter pose']
1565,"praying to the left, back upright","['praying to the left, back upright']"
1566,"praying to the right, knees slightly bent","['praying to the right, knees slightly bent']"
1567,rabbit,['rabbit']
1568,"kneeling down, looking right head slightly down, both arms outstretched","['kneeling down', 'looking right', 'head slightly down', 'both arms outstretched']"
1569,short person,['short person']
1570,bird,['bird']
1571,"praying back upright, right, arms out, looking right","['praying back upright', 'right', 'arms out', 'looking right']"
1572,ghost,['ghost']
1573,fighter pose,['fighter pose']
1574,falling left,['falling left']
1575,ice skater,['ice skater']
1576,"praying looking left, back upright","['praying looking left, back upright']"
1577,"praying looking left back upright, soz for last one got left and right mixed up",['praying looking left back upright']
1578,bird,['bird']
1579,"kneeling fully looking right head slightly down, arms slightly outstretched","['kneeling fully', 'looking right', 'head slightly down', 'arms slightly outstretched']"
1580,rabbit,['rabbit']
1581,short person,['short person']
1582,slightly kneeling looking right,['slightly kneeling looking right']
1583,"sitting down to the left, head slightly up, no proper arms","['sitting down to the left', 'head slightly up', 'no proper arms']"
1584,ice skater,['ice skater']
1585,"kneeling fully down, looking slightly down right","['kneeling fully down, looking slightly down right']"
1586,"no arms, sat down left, legs out","['no arms', 'sat down left', 'legs out']"
1587,rabbit,['rabbit']
1588,fighter,['fighter']
1589,stood upright to the left,['stood upright to the left']
1590,"kneeling to right, arms out, diamond head straight, legs up behind back","['kneeling to right', 'arms out', 'diamond head straight', 'legs up behind back']"
1591,bird,['bird']
1592,falling left,['falling left']
1593,short,There is no description of the image in the given text.
1594,ghost,['ghost']
1595,"kneeling slightly to right, arms out","['kneeling slightly to right, arms out']"
1596,The figure is kneeling with back straight and facing to the right The body is vertical,"['The figure is kneeling with back straight and facing to the right', 'The body is vertical']"
1597,Figure stood up hands straight at chest level facing left,['Figure stood up hands straight at chest level facing left']
1598,Figure is sat down with back straight and legs straight forming a 90 angle in the bottom left the square head is bowed forward with two triangle shapes on top,"['Figure is sat down with back straight and legs straight forming a 90 angle', 'the square head is bowed forward', 'two triangle shapes on top']"
1599,Figure facing left one leg raised at 45 degrees to the body head has rolled back down the neck as if about to fall off the back of the head is the furthest right of the figure,"['Figure facing left', 'one leg raised at 45 degrees to the body', 'head has rolled back down the neck as if about to fall off', 'the back of the head is the furthest right of the figure']"
1600,"Figure is sat down facing left Knees are raised 45 degrees , back is straight , neck bowed forward and square head tilted down 45","['Figure is sat down facing left', 'Knees are raised 45 degrees', 'back is straight', 'neck bowed forward', 'square head tilted down 45']"
1601,Figure is stood on one leg facing left Other leg is parallel to the ground the rest of the body is well forward and looks like an ice skater,"['Figure is stood on one leg facing left', 'Other leg is parallel to the ground', 'the rest of the body is well forward', 'looks like an ice skater']"
1602,Body is kneeling with no arms showing at all Knees are slightly forward to the right of the rest of the body which is facing right body,"['Body is kneeling with no arms showing at all', 'Knees are slightly forward to the right of the rest of the body', 'which is facing right body']"
1603,"Figure is leaning back to the left at 45 degrees both arms are open as if welcoming somebody and you can only see the upper torso , no legs with both","['Figure is leaning back to the left at 45 degrees', 'both arms are open as if welcoming somebody', 'you can only see the upper torso', 'no legs with both']"
